No,Student ID,Password,Last Name,First Name,Gender,Date Of Birth,Social ID,Classes,Class ID,School year
54,22154004,678910,Vo Hoang Gia,Bao,Nu,04/30/2004,065234420718,Cong nghe thong tin,22CTT01,2022
55,22154005,678910,Nguyen Thi Thuy,Binh,Nam,12/31/2004,080422927314,Cong nghe thong tin,22CTT01,2022
56,22154006,678910,Nguyen Than,Dac,Nu,01/29/2004,078911557415,Cong nghe thong tin,22CTT01,2022
57,22154007,678910,Tran Ngoc Kim,Dung,Nam,02/09/2004,059517600875,Cong nghe thong tin,22CTT01,2022
58,22154008,678910,Do Vu Anh,Duong,Nu,10/18/2004,091325070676,Cong nghe thong tin,22CTT01,2022
59,22154009,678910,Pham Thi My,Duyen,Nam,05/06/2004,033614442799,Cong nghe thong tin,22CTT01,2022
60,22154010,678910,Tran Thi My,Duyen,Nam,07/10/2004,038501257128,Cong nghe thong tin,22CTT01,2022
61,22154011,678910,Le Kha,Ghi,Nu,01/18/2004,017882293730,Cong nghe thong tin,22CTT01,2022
62,22154012,678910,Nguyen Ngoc Quynh,Han,Nam,07/28/2004,055377737854,Cong nghe thong tin,22CTT01,2022
63,22154013,678910,Tran Thu,Hang,Nu,07/21/2004,041822009907,Cong nghe thong tin,22CTT01,2022
64,22154014,678910,Pham Huy,Hoang,Nam,03/25/2004,067722743634,Cong nghe thong tin,22CTT02,2022
65,22154015,678910,Nguyen Khanh,Huy,Nu,01/07/2004,016394273829,Cong nghe thong tin,22CTT02,2022
66,22154016,678910,Nguyen Thu,Huyen,Nam,01/21/2004,090751897719,Cong nghe thong tin,22CTT02,2022
67,22154017,678910,Mai Hoang,Khanh,Nu,10/25/2004,060122610828,Cong nghe thong tin,22CTT02,2022
68,22154018,678910,Nguyen Phuong,Khanh,Nam,09/12/2004,077028903339,Cong nghe thong tin,22CTT02,2022
69,22154019,678910,Huynh Ngoc,Linh,Nu,11/02/2004,089750814193,Cong nghe thong tin,22CTT02,2022
70,22154020,678910,Nguyen Le Giang,Linh,Nam,08/09/2004,099119656203,Cong nghe thong tin,22CTT02,2022
71,22154021,678910,Ho Thi Phuong,Nga,Nam,03/10/2004,039559566389,Cong nghe thong tin,22CTT02,2022
72,22154022,678910,Le Thanh,Ngan,Nu,09/07/2004,051026804421,Cong nghe thong tin,22CTT02,2022
73,22154023,678910,Nguyen Vu Kim,Ngan,Nam,01/30/2004,072411370113,Cong nghe thong tin,22CTT02,2022
74,22154024,678910,Pham Hoang Duy,Ngan,Nu,11/14/2004,092119011643,Cong nghe thong tin,22CTT03,2022
75,22154025,678910,Nguyen Truong Le,Nghi,Nam,11/27/2004,040984223881,Cong nghe thong tin,22CTT03,2022
76,22154026,678910,Le Hung Thien,Nhan,Nu,06/08/2004,069787294199,Cong nghe thong tin,22CTT03,2022
77,22154027,678910,Au Ngoc Yen,Nhi,Nam,03/31/2004,022498269157,Cong nghe thong tin,22CTT03,2022
78,22154028,678910,Doan Ngoc Yen,Nhi,Nu,02/25/2004,017757796186,Cong nghe thong tin,22CTT03,2022
79,22154029,678910,Hoang Le Uyen,Nhi,Nam,10/16/2004,018375222249,Cong nghe thong tin,22CTT03,2022
80,22154030,678910,Nguyen Hoang Minh,Nhi,Nu,11/01/2004,044682639215,Cong nghe thong tin,22CTT03,2022
81,22154031,678910,Le Thinh,Phu,Nam,07/04/2004,019304430803,Cong nghe thong tin,22CTT03,2022
82,22154032,678910,Nguyen Bich,Phuong,Nam,11/01/2004,032372218963,Cong nghe thong tin,22CTT03,2022
83,22154033,678910,Nguyen Ngoc Phuong,Thuy,Nu,02/04/2004,017432388025,Cong nghe thong tin,22CTT03,2022
84,22154034,678910,Nguyen Nhu,Quynh,Nam,12/01/2004,028483289280,Cong nghe thong tin,22CTT03,2022
85,22165001,678910,Mai Ba,An,Nu,11/08/2004,019784608836,Vat ly hoc,22VLH1,2022
86,22165002,678910,Nguyen Thien,An,Nam,02/01/2004,088471803941,Vat ly hoc,22VLH1,2022
87,22165003,678910,Cao Tien,Dat,Nu,11/02/2004,085016072493,Vat ly hoc,22VLH1,2022
88,22165004,678910,Le Quoc,Duy,Nam,10/30/2004,047473682700,Vat ly hoc,22VLH1,2022
89,22165005,678910,Le Thi Thuy,Ha,Nu,03/25/2004,089778718880,Vat ly hoc,22VLH1,2022
90,22165006,678910,Nguyen Thi,Hien,Nam,04/04/2004,037313217076,Vat ly hoc,22VLH1,2022
91,22165007,678910,Tran Kien,Hoa,Nu,04/27/2004,065742842098,Vat ly hoc,22VLH1,2022
92,22165008,678910,Nguyen Thi Hoai,Huong,Nam,01/06/2004,037783550813,Vat ly hoc,22VLH1,2022
93,22165009,678910,Tran Nguyen Quang,Huy,Nu,12/06/2004,076135689026,Vat ly hoc,22VLH1,2022
94,22165010,678910,Duong Minh,Khang,Nam,11/17/2004,077316347961,Vat ly hoc,22VLH1,2022
95,22165011,678910,Le Hoang Dang,Khoa,Nam,03/09/2004,056046438965,Vat ly hoc,22VLH1,2022
96,22165012,678910,Luu Quoc,Minh,Nu,02/18/2004,093369275347,Vat ly hoc,22VLH1,2022
97,22165013,678910,Tran Khoi,Nguyen,Nam,01/15/2004,074574640915,Vat ly hoc,22VLH1,2022
98,22110001,678910,Pham Quoc,Anh,Nam,02/10/2004,019579923035,Toan hoc,22TH01,2022
99,22110002,678910,Le Hoang,Bao,Nu,04/13/2004,073518051243,Toan hoc,22TH01,2022
100,22110003,678910,Nguyen Quy,Cong,Nam,08/27/2004,080916650842,Toan hoc,22TH01,2022
101,22110004,678910,Nguyen Duc,Cuong,Nu,03/29/2004,080323527956,Toan hoc,22TH01,2022
102,22110005,678910,Nguyen Ngoc Trang,Dai,Nam,02/13/2004,044951129343,Toan hoc,22TH01,2022
103,22110006,678910,Dinh Viet,Dat,Nu,03/06/2004,052285616274,Toan hoc,22TH01,2022
104,22110007,678910,Tran Ngoc,De,Nam,01/16/2004,076675297239,Toan hoc,22TH01,2022
105,22110008,678910,Pham Ngo Ngoc,Diep,Nu,12/01/2004,063818727856,Toan hoc,22TH01,2022
106,22110009,678910,Huynh Tieu,Dung,Nam,01/19/2004,012282149288,Toan hoc,22TH01,2022
107,22110010,678910,Vo Tan,Duy,Nu,07/31/2004,074195120240,Toan hoc,22TH01,2022
108,22110011,678910,Do Thanh,Hang,Nam,11/30/2004,053134172550,Toan hoc,22TH01,2022
109,22110012,678910,Dang Thi Thu,Hien,Nam,08/23/2004,017362009363,Toan hoc,22TH01,2022
110,22110013,678910,Tran Huynh Minh,Hien,Nu,11/03/2004,092955424391,Toan hoc,22TH02,2022
111,22110014,678910,Khuong Cong,Hoang,Nam,06/12/2004,092527351686,Toan hoc,22TH02,2022
112,22110015,678910,Nguyen Minh,Hoang,Nu,04/06/2004,078647277824,Toan hoc,22TH02,2022
113,22110016,678910,Tran Dang,Huy,Nam,09/23/2004,035500173651,Toan hoc,22TH02,2022
114,22110017,678910,Tran Minh,Huy,Nu,04/28/2004,067676434941,Toan hoc,22TH02,2022
115,22110018,678910,Bui Viet,Khang,Nam,04/07/2004,058030845698,Toan hoc,22TH02,2022
116,22110019,678910,Nguyen Le,Khang,Nu,08/13/2004,012994383722,Toan hoc,22TH02,2022
117,22110020,678910,Nguyen Minh,Khang,Nam,11/18/2004,024692270513,Toan hoc,22TH02,2022
118,22110021,678910,Vo Anh,Khoi,Nu,09/01/2004,046010721226,Toan hoc,22TH02,2022
119,22110022,678910,Le Hong Duc Trung,Kien,Nam,01/26/2004,063921330595,Toan hoc,22TH02,2022
120,22110023,678910,Dinh Thuy Ngan,Kieu,Nam,10/06/2004,087639031980,Toan hoc,22TH03,2022
121,22110024,678910,Duong Thi Kim,Lien,Nu,10/15/2004,087707882695,Toan hoc,22TH03,2022
122,22110025,678910,Ngo Duc,Minh,Nam,06/21/2004,095824835453,Toan hoc,22TH03,2022
123,22110026,678910,Nguyen Thanh,Nha,Nu,02/28/2004,081513314320,Toan hoc,22TH03,2022
124,22110027,678910,Tran Thanh,Nhan,Nam,03/21/2004,090603379104,Toan hoc,22TH03,2022
125,22110028,678910,Le Thi Thao,Nhi,Nu,05/02/2004,043582687914,Toan hoc,22TH03,2022
126,22110029,678910,Pham Thi Quynh,Nhu,Nam,04/16/2004,037777560647,Toan hoc,22TH03,2022
127,22110030,678910,Diep Ngo Gia,Phat,Nu,01/07/2004,073169794063,Toan hoc,22TH03,2022
128,22110031,678910,Dao Thien,Phu,Nam,08/23/2004,098840111737,Toan hoc,22TH03,2022
129,22110032,678910,Huynh Ngoc Hong,Phuc,Nu,03/13/2004,022674352214,Toan hoc,22TH03,2022
130,22124001,678910,Nguyen Thi Thu,Hang,Nu,11/03/2004,065830986212,Sinh hoc,22CNSH1,2022
131,22124002,678910,Tang Minh,Hau,Nam,02/19/2004,024105933172,Sinh hoc,22CNSH1,2022
132,22124003,678910,Vo Kim,Hau,Nu,02/11/2004,053693610349,Sinh hoc,22CNSH1,2022
133,22124004,678910,Nguyen Thi Thu,Hien,Nam,09/09/2004,053698445796,Sinh hoc,22CNSH1,2022
134,22124005,678910,Tran Luu Duc,Hien,Nu,05/15/2004,065030971041,Sinh hoc,22CNSH1,2022
135,22124006,678910,Truong Ha Khai,Hoan,Nam,02/16/2004,025111573847,Sinh hoc,22CNSH1,2022
136,22124007,678910,Tran Minh,Hoang,Nu,05/05/2004,033259573199,Sinh hoc,22CNSH1,2022
137,22124008,678910,Ngu The,Hung,Nam,08/03/2004,088867860633,Sinh hoc,22CNSH1,2022
138,22124009,678910,Ho Thuy Thien,Huong,Nu,07/05/2004,083381306492,Sinh hoc,22CNSH1,2022
139,22124010,678910,Huynh Ngoc Thien,Huong,Nam,10/28/2004,023041835801,Sinh hoc,22CNSH1,2022
140,22124011,678910,Nguyen Vo Hoang Van,Huu,Nam,05/24/2004,053023531034,Sinh hoc,22CNSH1,2022
141,22124012,678910,Huynh Quoc,Huy,Nu,02/28/2004,054581782659,Sinh hoc,22CNSH1,2022
142,22124013,678910,Luu Gia,Huy,Nam,05/04/2004,089216688327,Sinh hoc,22CNSH1,2022
143,22124014,678910,Chau Hoang Le,Huyen,Nu,10/25/2004,037942299878,Sinh hoc,22CNSH1,2022
144,22145001,678910,Tran Nguyen Thien,Bao,Nu,02/18/2004,033279090619,Ky thuat dien tu - vien thong,22KTDT1,2022
145,22145002,678910,Cat Hoang,Chau,Nam,01/21/2004,095109570035,Ky thuat dien tu - vien thong,22KTDT1,2022
146,22145003,678910,Dinh Duc,Chung,Nu,03/12/2004,048565782188,Ky thuat dien tu - vien thong,22KTDT1,2022
147,22145004,678910,Phan Cong,Danh,Nam,04/25/2004,048113200263,Ky thuat dien tu - vien thong,22KTDT1,2022
148,22145005,678910,Nguyen Tran Anh,Dat,Nam,11/08/2004,076405861129,Ky thuat dien tu - vien thong,22KTDT1,2022
149,22145006,678910,Nguyen Trung,Dung,Nu,11/25/2004,032997820817,Ky thuat dien tu - vien thong,22KTDT1,2022
150,22145007,678910,Tran Anh,Dung,Nam,05/28/2004,047862254532,Ky thuat dien tu - vien thong,22KTDT1,2022
151,22145008,678910,Vuong Nguyen Tien,Dung,Nu,07/12/2004,083063111485,Ky thuat dien tu - vien thong,22KTDT1,2022
152,22145009,678910,Bui Khanh,Duy,Nam,01/08/2004,095066247352,Ky thuat dien tu - vien thong,22KTDT1,2022
153,22145010,678910,Bui Quoc,Duy,Nu,01/20/2004,032704168283,Ky thuat dien tu - vien thong,22KTDT1,2022
154,22145011,678910,Che Hoang,Duy,Nam,09/01/2004,033931694109,Ky thuat dien tu - vien thong,22KTDT1,2022
155,22145012,678910,Le Duc,Duy,Nu,02/28/2004,019551449922,Ky thuat dien tu - vien thong,21KTDT1,2022
156,22145013,678910,Le Hoan,Duy,Nam,04/23/2004,050195114221,Ky thuat dien tu - vien thong,21KTDT1,2022
157,22145014,678910,Nguyen Ngo Nhat,Duy,Nu,02/09/2004,062291532942,Ky thuat dien tu - vien thong,21KTDT1,2022
158,22145015,678910,Tran Duc,Duy,Nam,12/18/2004,093638136386,Ky thuat dien tu - vien thong,21KTDT1,2022
159,22145016,678910,Hoang,Giang,Nam,12/11/2004,022030526230,Ky thuat dien tu - vien thong,21KTDT1,2022
160,22145017,678910,Nguyen Thi Minh,Han,Nu,08/19/2004,075349474969,Ky thuat dien tu - vien thong,21KTDT1,2022
161,22145018,678910,Nguyen Quoc,Hao,Nam,08/03/2004,027226504036,Ky thuat dien tu - vien thong,21KTDT1,2022
162,22145019,678910,Nguyen Huy,Hoang,Nu,06/16/2004,032442824093,Ky thuat dien tu - vien thong,21KTDT1,2022
163,22145020,678910,Vu Hieu,Hoang,Nam,04/10/2004,081154777919,Ky thuat dien tu - vien thong,21KTDT1,2022
164,22145021,678910,Tran Thanh,Hong,Nu,06/07/2004,019007269595,Ky thuat dien tu - vien thong,21KTDT1,2022
165,22145022,678910,Dang Phan Quoc,Hung,Nam,09/11/2004,039971928540,Ky thuat dien tu - vien thong,21KTDT1,2022
166,22145023,678910,Bui Vo Truong,Hung,Nu,04/17/2004,074372205439,Ky thuat dien tu - vien thong,21KTDT1,2022
